categoria,mob,n_risco,eventos,censuras,S,S_lo,S_hi
3,2,6566347,18157,298569,0.9951303254096142,0.9950777810242906,0.9951828697949379
3,3,6249621,18119,379727,0.992245227838722,0.9921781113426341,0.99231234433481
3,4,5851775,19462,353765,0.9889451903929561,0.9888638443117669,0.9890265364741454
3,5,5478548,15490,212522,0.9861490551762552,0.9860567874492412,0.9862413229032692
3,6,5250536,17331,155654,0.9828939685955215,0.9827900547044792,0.9829978824865637
3,7,5077551,12946,147461,0.9803879287118379,0.98027567029698,0.9805001871266957
3,8,4917144,12173,137466,0.9779608567659666,0.9778408816301748,0.9780808319017583
3,9,4767505,14826,129357,0.9749195914369502,0.9747903869442718,0.9750487959296286
3,10,4623322,17437,143374,0.9712426524489485,0.9711028830344285,0.9713824218634685
3,11,4462511,31268,193493,0.9644373324717487,0.9642794946573566,0.9645951702861407
3,12,4237750,13663,4224087,0.9613278740861522,0.9611621569615857,0.9614935912107186
4,0,3733384,0,0,1.0,1.0,1.0
4,1,3733384,9017,261449,0.9975847649210475,0.9975349729465791,0.997634556895516
4,2,3462918,12795,201714,0.9938988280703439,0.9938180505198382,0.9939796056208496
4,3,3248409,17792,278817,0.9884551022497876,0.9883418891288518,0.9885683153707234
4,4,2951800,21051,291347,0.9814058548897158,0.9812587540490612,0.9815529557303704
4,5,2639402,12174,99812,0.9768792102643697,0.9767122503257377,0.9770461702030018
4,6,2527416,11170,69123,0.9725618597456372,0.9723774364162338,0.9727462830750407
4,7,2447123,10954,60453,0.9682084036211785,0.9680075924536476,0.9684092147887094
4,8,2375716,10614,57888,0.963882733382802,0.9636666137193325,0.9640988530462714
4,9,2307214,10590,56865,0.9594585585353348,0.9592275873323864,0.9596895297382831
4,10,2239759,10796,79102,0.9548338133739368,0.9545880316271037,0.9550795951207699
4,11,2149861,13624,90826,0.948782884558815,0.948518490694915,0.949047278422715
4,12,2045411,13433,2031978,0.9425518627796818,0.9422689856362159,0.9428347399231478
5,0,4314133,0,0,1.0,1.0,1.0
5,1,4314133,13181,316091,0.9969446931747352,0.9968926130213621,0.9969967733281083
5,2,3984861,21040,254986,0.9916808417268689,0.9915930000037165,0.9917686834500212
5,3,3708835,25167,275427,0.9849516041782208,0.9848312836098626,0.985071924746579
5,4,3408241,28137,339118,0.9768202592155957,0.9766679706955238,0.9769725477356676
5,5,3040986,19287,125380,0.9706249224598555,0.9704502941269734,0.9707995507927377
5,6,2896319,16982,82935,0.9649338530599678,0.9647404046550094,0.9651273014649262
5,7,2796402,16608,67998,0.9592030527559987,0.9589920297991787,0.9594140757128187
5,8,2711796,15834,66524,0.9536023286833404,0.9533752203663852,0.9538294370002955
5,9,2629438,16267,63656,0.9477028744727098,0.9474597483432763,0.9479460006021434
5,10,2549515,17503,83130,0.9411966788190675,0.9409368163124937,0.9414565413256414
5,11,2448882,20179,109763,0.9334411365831043,0.9331622518462478,0.9337200213199609
5,12,2318940,20646,2298294,0.9251305180652062,0.9248319637178686,0.9254290724125438
6,0,5143777,0,0,1.0,1.0,1.0
6,1,5143777,21014,403196,0.9959146751501863,0.9958595513221705,0.995969798978202
6,2,4719567,33203,350358,0.9889082368563742,0.9888153077078606,0.9890011660048877
6,3,4336006,36571,272703,0.980567528118869,0.9804420815533589,0.9806929746843792
6,4,4026732,38634,411854,0.9711595898996519,0.97100417797627,0.9713150018230338
6,5,3576244,32651,166620,0.9622929320961537,0.962111605686957,0.9624742585053505
6,6,3376973,25838,106164,0.9549302067265697,0.9547292681680555,0.9551311452850839
6,7,3244971,24906,85001,0.9476008679655354,0.9473818219604492,0.9478199139706217
6,8,3135064,23257,81956,0.9405712336785561,0.9403359171426473,0.9408065502144649
6,9,3029851,23411,80219,0.9333036442321944,0.9330524041706465,0.9335548842937422
6,10,2926221,25580,102161,0.9251450303682861,0.924876829230219,0.9254132315063532
6,11,2798480,27291,132185,0.9161229422976974,0.9158367921106688,0.916409092484726
6,12,2639004,28475,2610529,0.9062379247752053,0.9059326955707386,0.9065431539796719
7,0,6803057,0,0,1.0,1.0,1.0
7,1,6803057,35824,558153,0.9947341320232949,0.9946797453481366,0.9947885186984531
7,2,6209080,61357,571642,0.984904350133135,0.9848100650066988,0.9849986352595713
7,3,5576081,62017,342020,0.973950274487138,0.9738236128010473,0.9740769361732287
7,4,5172044,58542,516774,0.9629262002586462,0.9627726855920581,0.9630797149252343
7,5,4596728,55486,248107,0.9513029492967552,0.95112338857126,0.9514825100222504
7,6,4293135,43102,155578,0.9417521059804865,0.9415529918983593,0.9419512200626138
7,7,4094455,40127,124378,0.9325226269028856,0.9323059512992381,0.932739302506533
7,8,3929950,37838,117894,0.9235441943129667,0.9233114837897007,0.9237769048362328
7,9,3774218,37259,111080,0.9144269856260528,0.9141788402820166,0.9146751309700891
7,10,3625879,38341,138933,0.9047575937197349,0.9044938709555503,0.9050213164839194
7,11,3448605,41198,167932,0.8939491064194887,0.8936686403333899,0.8942295725055874
7,12,3239475,38628,3200847,0.8832895192694806,0.8829929353106638,0.8835861032282974
8,0,6056380,0,0,1.0,1.0,1.0
8,1,6056380,38612,503931,0.9936245744157401,0.9935611852165173,0.993687963614963
8,2,5513837,65181,531980,0.9818785900159488,0.9817692322869376,0.98198794774496
8,3,4916676,69204,306258,0.9680582923303858,0.9679097047468398,0.9682068799139317
8,4,4541214,56042,329810,0.9561117241178375,0.9559350909879578,0.9562883572477172
8,5,4155362,58715,226554,0.9426019264439937,0.9423967518282803,0.942807101059707
8,6,3870093,48437,153661,0.9308045847493193,0.9305766600872727,0.9310325094113658
8,7,3667995,44819,127419,0.9194311421236124,0.9191828682887783,0.9196794159584466
8,8,3495757,41821,115868,0.9084316562340751,0.9081649078165464,0.9086984046516038
8,9,3338068,39776,110523,0.8976068984525181,0.8973229070310891,0.897890889873947
8,10,3187769,39959,133195,0.886355307118496,0.8860542086750776,0.8866564055619144
8,11,3014615,40135,148995,0.8745548383185991,0.8742363833417424,0.8748732932954559
8,12,2825485,35423,2790062,0.8635905769483353,0.8632562710025392,0.8639248828941314
9,0,5475635,0,0,1.0,1.0,1.0
9,1,5475635,38924,421741,0.9928914180729723,0.9928210491035063,0.9929617870424383
9,2,5014970,65656,445948,0.9798924811012658,0.9797717322211994,0.9800132299813322
9,3,4503366,75284,283358,0.9635113507318427,0.9633453358900033,0.9636773655736821
9,4,4144724,54934,204366,0.9507410112493818,0.9505458484450763,0.9509361740536874
9,5,3885424,59807,199270,0.9361065807059478,0.9358819257530586,0.9363312356588369
9,6,3626347,54172,155585,0.9221226002181449,0.9218723331774147,0.922372867258875
9,7,3416590,49633,130167,0.9087268720164504,0.9084538987879927,0.9089998452449082
9,8,3236790,45403,118973,0.8959800067053976,0.8956867600728751,0.8962732533379201
9,9,3072414,42319,109259,0.883638903617153,0.8833270123451604,0.8839507948891456
9,10,2920836,40667,129032,0.8713359385436608,0.8710062634773466,0.871665613609975
9,11,2751137,40149,131908,0.8586200081495766,0.8582724706323488,0.8589675456668044
9,12,2579080,34560,2544520,0.8471143908435415,0.8467509561631539,0.847477825523929
10,0,6056377,0,0,1.0,1.0,1.0
10,1,6056377,47478,401826,0.9921606597475685,0.992090420414486,0.992230899080651
10,2,5607073,79807,446194,0.9780389663484502,0.97791956406795,0.9781583686289504
10,3,5081072,98236,315667,0.9591298393181293,0.9589642400740644,0.9592954385621942
10,4,4667169,69035,172133,0.944942753215756,0.9447487107888398,0.9451367956426723
10,5,4426001,77140,222792,0.9284735106685755,0.9282507470028448,0.9286962743343062
10,6,4126069,71648,187518,0.9123508355285374,0.9121026206813113,0.9125990503757634
10,7,3866903,65296,161491,0.8969450029651989,0.8966743089566576,0.8972156969737402
10,8,3640116,59221,148488,0.8823526163432884,0.8820619297044316,0.8826433029821452
10,9,3432407,55258,130592,0.8681477039089829,0.8678385080813698,0.868456899736596
10,10,3246557,51802,155871,0.854295556123531,0.8539690927507587,0.8546220194963033
10,11,3038884,50408,148944,0.8401247847505287,0.8397810961625967,0.8404684733384606
10,12,2839532,42816,2796716,0.827456928644706,0.8270980864488748,0.8278157708405371
11,0,5226744,0,0,1.0,1.0,1.0
11,1,5226744,41795,291958,0.9920036259667586,0.9919272698846026,0.9920799820489147
11,2,4892991,77681,342206,0.9762546017668932,0.9761214931240457,0.9763877104097406
11,3,4473104,99794,273265,0.9544745689912802,0.9542880488219337,0.9546610891606268
11,4,4100045,69253,130133,0.9383527392732276,0.9381341098553173,0.9385713686911379
11,5,3900659,77163,206245,0.9197902060139654,0.919539723401721,0.9200406886262099
11,6,3617251,72970,180692,0.9012354827357525,0.9009562068041292,0.9015147586673757
11,7,3363589,66496,153799,0.8834186345239179,0.8831138095460157,0.8837234595018201
11,8,3143294,59629,144162,0.866659982689878,0.8663326036694122,0.8669873617103437
11,9,2939503,55030,123462,0.8504353696013988,0.8500871827115597,0.8507835564912378
11,10,2761011,50644,146359,0.8348362108663944,0.8344688596408545,0.8352035620919342
11,11,2564008,47660,127006,0.8193182039764423,0.8189321649370801,0.8197042430158045
11,12,2389342,40352,2348990,0.8054812864623914,0.8050788505643438,0.8058837223604389
12,0,4563023,0,0,1.0,1.0,1.0
12,1,4563023,40466,219916,0.9911317562940183,0.991045733360663,0.9912177792273735
12,2,4302641,77629,273350,0.973249584132932,0.9730990043311363,0.9734001639347278
12,3,3951662,98497,239105,0.9489908888577943,0.9487812746397826,0.949200503075806
12,4,3614060,69318,108138,0.9307891571671626,0.9305436425130763,0.9310346718212489
12,5,3436604,77495,191925,0.9097999754823746,0.9095190200223835,0.9100809309423656
12,6,3167184,73377,170069,0.8887218212605263,0.8884087042018444,0.8890349383192083
12,7,2923738,66607,147009,0.8684754468081302,0.8681337896370589,0.8688171039792014
12,8,2710122,59451,140554,0.8494240041837058,0.8490571206257541,0.8497908877416575
12,9,2510117,53420,118266,0.8313466674286886,0.8309568781964903,0.8317364566608868
12,10,2338431,47731,134291,0.8143775938135001,0.8139671076988186,0.8147880799281815
12,11,2156409,44894,108657,0.7974231720425543,0.7969923109120131,0.7978540331730956
12,12,2002858,37111,1965747,0.7826477005225208,0.7821993636414152,0.7830960374036263
13,0,3982279,0,0,1.0,1.0,1.0
13,1,3982279,40325,176319,0.9898738887958377,0.9897755552929702,0.9899722222987052
13,2,3765635,77776,222250,0.9694288824224145,0.9692571442916287,0.9696006205532004
13,3,3465609,97285,211054,0.9422155156443203,0.9419782730912869,0.9424527581973536
13,4,3157270,69501,95919,0.9214745208758033,0.9211968732930251,0.9217521684585814
13,5,2991850,75824,174163,0.8981211161025403,0.8978046328802537,0.8984375993248269
13,6,2741863,73035,159396,0.8741978654825973,0.8738454472313055,0.874550283733889
13,7,2509432,65918,136995,0.8512343522665061,0.8508500558801992,0.851618648652813
13,8,2306519,57059,133541,0.8301763939726552,0.8297645882875555,0.8305881996577549
13,9,2115919,51348,112769,0.8100301135726455,0.8095929848604839,0.8104672422848072
13,10,1951802,45738,119565,0.7910480870481387,0.7905878856617878,0.7915082884344895
13,11,1786499,41862,91881,0.7725119137729176,0.7720294533237572,0.7729943742220781
13,12,1652756,33940,1618816,0.7566480752187373,0.7561468703059756,0.7571492801314991
14,0,3401530,0,0,1.0,1.0,1.0
14,1,3401530,41813,148020,0.9877075904078458,0.9875904918286552,0.9878246889870365
14,2,3211697,75864,180067,0.9643767940597778,0.9641768329927234,0.9645767551268323
14,3,2955766,94094,182850,0.9336767758376788,0.9334034013849083,0.9339501502904494
14,4,2678822,67315,84462,0.9102148018186834,0.9098959759607104,0.9105336276766565
14,5,2527045,70226,147267,0.8849201415840937,0.8845594388896822,0.8852808442785052
14,6,2309552,69939,141564,0.8581225506304152,0.8577218067268841,0.8585232945339463
14,7,2098049,63381,125079,0.8321991020448454,0.8317625920477723,0.8326356120419185
14,8,1909589,53877,123071,0.8087194993550152,0.8082524440921384,0.809186554617892
14,9,1732641,47758,107080,0.7864281961651468,0.7859330705706213,0.7869233217596723
14,10,1577803,41023,102725,0.7659810022560956,0.7654607127604156,0.7665012917517755
14,11,1434055,37813,75143,0.7457837018468993,0.7452387572897092,0.7463286464040895
14,12,1321099,30622,1290477,0.7284970423929479,0.727931377208655,0.7290627075772408
15,0,3733386,0,0,1.0,1.0,1.0
15,1,3733386,59076,174624,0.9841762946558432,0.9840497058894163,0.9843028834222701
15,2,3499686,98530,189273,0.9564678401509419,0.9562575389997485,0.9566781413021352
15,3,3211883,115686,201436,0.9220176629322505,0.9217364348340564,0.9222988910304446
15,4,2894761,84603,95292,0.8950705469744712,0.8947441383260533,0.8953969556228891
15,5,2714866,85369,156336,0.8669250408888436,0.8665583337449693,0.8672917480327179
15,6,2473161,86077,156515,0.8367521945821984,0.8363466168509255,0.8371577723134713
15,7,2230569,77296,150921,0.8077561861052468,0.807316153722805,0.8081962184876886
15,8,2002352,66450,146918,0.7809500108839602,0.7804797411949042,0.7814202805730163
15,9,1788984,57474,132666,0.7558607306413506,0.7553628404709554,0.7563586208117459
15,10,1598844,48188,111418,0.7330796357451973,0.7325568512555606,0.733602420234834
15,11,1439238,42067,82924,0.7116526993824184,0.711106565920675,0.7121988328441617
15,12,1314247,34988,1279259,0.6927070182083377,0.6921404902830335,0.6932735461336419
16,0,3235597,0,0,1.0,1.0,1.0
16,1,3235597,72131,171534,0.977707050661748,0.9775461836489179,0.9778679176745781
16,2,2991932,105212,158809,0.9433257498119213,0.9430693645513787,0.9435821350724639
16,3,2727911,113694,172116,0.9040097758673474,0.9036774798946159,0.904342071840079
16,4,2442101,84055,87133,0.8728945428321331,0.8725128683777672,0.873276217286499
16,5,2270913,80526,130694,0.8419419233543722,0.841518116357485,0.8423657303512595
16,6,2059693,81938,131861,0.8084480787300469,0.8079832022050962,0.8089129552549975
16,7,1845894,74804,140407,0.775686094520053,0.7751842597877033,0.7761879292524027
16,8,1630683,64367,138143,0.7450678892367624,0.7445330138289992,0.7456027646445256
16,9,1428173,54696,125313,0.7165333676699116,0.7159680404861585,0.7170986948536647
16,10,1248164,43628,90996,0.6914878465967971,0.6908954390934389,0.6920802541001553
16,11,1113540,37113,64768,0.668441356618218,0.6678240320164466,0.6690586812199895
16,12,1011659,30598,981061,0.6482241009719931,0.6475852339757538,0.6488629679682324
17,0,1825210,0,0,1.0,1.0,1.0
17,1,1825210,61813,116305,0.9661337599509098,0.9658713370259434,0.9663961828758761
17,2,1647092,71709,86430,0.9240714551177129,0.9236794663690949,0.924463443866331
17,3,1488953,69347,92972,0.8810334390097176,0.8805460925741941,0.8815207854452412
17,4,1326634,52201,51047,0.8463661332194647,0.8458146369675668,0.8469176294713627
17,5,1223386,47695,74985,0.8133696523672216,0.8127653582490026,0.8139739464854405
17,6,1100706,49402,73382,0.7768639119004253,0.7762065630253553,0.7775212607754952
17,7,977922,45699,78782,0.740560501291054,0.7398546129083525,0.7412663896737555
17,8,853441,38960,75541,0.7067535513902413,0.7060043024023074,0.7075028003781753
17,9,738940,31314,66586,0.6768035138929696,0.6760159958226608,0.6775910319632783
17,10,641040,24899,49176,0.6505154028664797,0.6496935612668132,0.6513372444661462
17,11,566965,20199,31931,0.6273397912811084,0.6264873435894338,0.628192238972783
17,12,514835,17503,497332,0.6060119321285775,0.6051318520610149,0.6068920121961401
18,0,2157072,0,0,1.0,1.0,1.0
18,1,2157072,115609,177161,0.9464046633584785,0.9461041071607087,0.9467052195562483
18,2,1864302,101046,93434,0.8951091084463876,0.8946902764032713,0.8955279404895039
18,3,1669822,83234,96953,0.8504914716369393,0.8499958215805005,0.8509871216933781
18,4,1489635,62278,58449,0.8149345010564915,0.8143865192022178,0.8154824829107651
18,5,1368908,59102,88187,0.7797500628901276,0.7791568459919144,0.7803432797883408
18,6,1221619,60638,83321,0.7410452913422624,0.7404065162915237,0.7416840663930011
18,7,1077660,55609,85928,0.7028061550597132,0.7021258525255114,0.703486457593915
18,8,936123,45417,81499,0.6687087691987238,0.6679928338151888,0.6694247045822588
18,9,809207,36227,65803,0.6387716670953533,0.6380243511952329,0.6395189829954736
18,10,707177,27762,51732,0.6136950893476307,0.6129210787787353,0.6144690999165262
18,11,627683,21871,32977,0.5923114844083189,0.5915142465515751,0.5931087222650627
18,12,572835,18645,554190,0.5730325513354566,0.5722146430402502,0.5738504596306631
19,0,1161498,0,0,1.0,1.0,1.0
19,1,1161498,100872,124392,0.9131535310435317,0.9126413838204085,0.9136656782666549
19,2,936234,66715,46469,0.8480832197500204,0.8474104026285744,0.8487560368714665
19,3,823050,44795,43643,0.8019257714434751,0.8011658266152417,0.8026857162717085
19,4,734612,31842,27561,0.7671660337665748,0.766348729415164,0.7679833381179856
19,5,675209,31277,38717,0.7316294043109289,0.7307602324327832,0.7324985761890747
19,6,605215,32202,38896,0.692701205112924,0.6917801349205225,0.6936222753053255
19,7,534117,30013,39089,0.653777071881714,0.6528081874681044,0.6547459562953235
19,8,465015,24080,38892,0.6199223534513156,0.6189136842515727,0.6209310226510586
19,9,402043,18460,29877,0.5914583169061917,0.5904157273695511,0.5925009064428323
19,10,353706,13268,23600,0.5692718995179897,0.5682022506165503,0.5703415484194292
19,11,316838,10000,13832,0.5513046134122199,0.5502122914719817,0.5523969353524582
19,12,293006,7521,285485,0.5371534970614513,0.5360433795815966,0.538263614541306
20,0,995568,0,0,1.0,1.0,1.0
20,1,995568,118450,128831,0.8810226925734856,0.8803867085258783,0.881658676621093
20,2,748287,69323,41420,0.7994027578194784,0.7985854610540789,0.800220054584878
20,3,637544,39640,32033,0.7496990113800732,0.748797887548643,0.7506001352115035
20,4,565871,26928,20558,0.7140232213529423,0.7130695370223243,0.7149769056835602
20,5,518385,28625,28597,0.6745951616844952,0.6735906961463546,0.6755996272226358
20,6,461163,27181,27381,0.6348344456475489,0.6337838323612527,0.6358850589338451
20,7,406601,25594,28460,0.5948740107201793,0.5937814003111779,0.5959666211291808
20,8,352547,20913,27772,0.5595862329595088,0.5584586075414325,0.5607138583775851
20,9,303862,15757,21582,0.5305684542548896,0.529411851847377,0.5317250566624022
20,10,266523,11391,16850,0.5078923427657595,0.506712584650172,0.5090721008813469
20,11,238282,7692,10205,0.49149703006671286,0.49029981005493595,0.49269425007848977
20,12,220385,5950,214435,0.47822749117388014,0.4770160448600138,0.47943893748774646
21,0,912606,0,0,1.0,1.0,1.0
21,1,912606,110015,117805,0.8794496200989255,0.878781577455309,0.8801176627425419
21,2,684786,64563,66459,0.7965333428642172,0.7956750850908696,0.7973916006375648
21,3,553764,44323,34286,0.732779203274481,0.7318058058293493,0.7337526007196127
21,4,475155,30502,22513,0.6857393294264141,0.6846950324357498,0.6867836264170785
21,5,422140,33797,25365,0.6308382726286113,0.6297255727439403,0.6319509725132822
21,6,362978,32089,23495,0.5750691369499213,0.5738993952315877,0.576238878668255
21,7,307394,28791,20181,0.5212072674211564,0.5199928435787856,0.5224216912635272
21,8,258422,23297,19662,0.47421991452894646,0.4729740662070012,0.4754657628508917
21,9,215463,18898,15633,0.4326266574742873,0.4313567611930234,0.4338965537555512
21,10,180932,14129,11559,0.39884279368317127,0.3975556643258514,0.40012992304049116
21,11,155244,11234,7205,0.3699811311117563,0.36868118975018815,0.3712810724733244
21,12,136805,9471,127334,0.3443673648549715,0.3430590610150255,0.3456756686949175
22,0,248893,0,0,1.0,1.0,1.0
22,1,248893,23169,30901,0.9069118054746417,0.905770295892816,0.9080533150564674
22,2,194823,16775,14844,0.8288232556789958,0.8272855567950618,0.8303609545629299
22,3,163204,16479,10855,0.7451354880364492,0.7432972918699755,0.746973684202923
22,4,135870,12518,7435,0.6764845272707153,0.6744601484245076,0.6785089061169229
22,5,115917,12439,7149,0.6038912835297591,0.6017190460657975,0.6060635209937206
22,6,96329,12337,5745,0.5265500180239754,0.5242671588343113,0.5288328772136395
22,7,78247,11684,5118,0.447924506367399,0.4455792239855312,0.4502697887492668
22,8,61445,10080,4663,0.3744428719922117,0.3720840663820162,0.37680167760240724
22,9,46702,8441,3478,0.3067654217227102,0.30443256829923865,0.30909827514618177
22,10,34783,6817,2859,0.24664352654737412,0.2443728888073353,0.24891416428741295
22,11,25107,5844,2123,0.18923384920070369,0.18706653857934846,0.1914011598220589
22,12,17140,5492,11648,0.12859952599123667,0.12662038776557227,0.13057866421690106
23,0,497785,0,0,1.0,1.0,1.0
23,1,497785,51061,85183,0.8974235864881425,0.8965807221802367,0.8982664507960483
23,2,361541,41071,10217,0.7954764100388476,0.7942848216467935,0.7966679984309017
23,3,310253,39344,10758,0.6945999515466866,0.6932034556274065,0.6959964474659668
23,4,260151,28284,7769,0.6190820214616726,0.61758550207379,0.6205785408495551
23,5,224098,29165,9023,0.5385122387954744,0.5369507185656416,0.5400737590253072
23,6,185910,27427,9874,0.45906640385682945,0.4574771930139312,0.4606556146997277
23,7,148609,25417,7739,0.3805510327364462,0.37896738530194696,0.38213468017094543
23,8,115453,23225,6985,0.30399782289950855,0.3024567941876607,0.3055388516113564
23,9,85243,19861,5139,0.23316853767248535,0.23170520004561052,0.2346318752993602
23,10,60243,16905,4139,0.16773829466743306,0.1663936546600863,0.16908293467477983
23,11,39199,15590,3171,0.10102638839775065,0.09987905537576247,0.10217372141973882
23,12,20438,14769,5669,0.028022242676722205,0.02732524724843209,0.02871923810501232
